total_customers,churned_customers,churn_rate,avg_monthly_charges_churned,avg_monthly_charges_retained,avg_tenure_churned,avg_tenure_retained
7043,1869,0.2653698707936959,74.44133226324237,61.26512369540008,17.979133226324237,37.56996521066873
